54	18	5	10	0.000188	0.000490	0.383673	
48	16	5	9	0.000134	0.000410	0.326829	
42	14	5	8	0.000094	0.000333	0.282282	
36	12	5	7	0.000058	0.000269	0.215613	
30	10	5	6	0.000037	0.000216	0.171296	
24	8	12	4	0.000020	0.000449	0.044543	
18	6	12	3	0.000010	0.000344	0.029070	
12	4	12	2	0.000004	0.000279	0.014337	
6	2	12	1	0.000001	0.000237	0.004219	
12	24	2	12	0.000015	0.000064	0.234375	Best result yet!
6	12	2	6	0.000003	0.000046	0.065217	
60	20	5	12	0.000254	0.000629	0.403816	Best result yet!
54	18	5	10	0.000189	0.000478	0.395397	
48	16	5	9	0.000139	0.000402	0.345771	
42	14	5	8	0.000093	0.000331	0.280967	
36	12	5	7	0.000057	0.000247	0.230769	
30	10	5	6	0.000036	0.000200	0.180000	
24	8	12	4	0.000019	0.000456	0.041667	
18	6	12	3	0.000011	0.000379	0.029024	
12	4	12	2	0.000004	0.000278	0.014388	
6	2	12	1	0.000001	0.000229	0.004367	
48	24	8	12	0.000588	0.001495	0.393311	Best result yet!
42	21	8	10	0.000186	0.000676	0.275148	
36	18	8	9	0.000089	0.000468	0.190171	
30	15	8	7	0.000052	0.000362	0.143646	
24	12	8	6	0.000027	0.000274	0.098540	
18	9	8	4	0.000013	0.000214	0.060748	
12	6	8	3	0.000005	0.000163	0.030675	
6	3	18	1	0.000002	0.000357	0.005602	
48	24	8	12	0.000198	0.000384	0.515625	Best result yet!
42	21	8	10	0.000136	0.000275	0.494545	
36	18	8	9	0.000086	0.000237	0.362869	
30	15	8	7	0.000050	0.000191	0.261780	
24	12	8	6	0.000027	0.000163	0.165644	
18	9	8	4	0.000013	0.000135	0.096296	
12	6	8	3	0.000005	0.000126	0.039683	
6	3	18	1	0.000002	0.000281	0.007117	
12	24	2	12	0.000088	0.000348	0.252874	Best result yet!
6	12	2	6	0.000021	0.000280	0.075000	
12	24	2	12	0.000089	0.000433	0.205543	Best result yet!
6	12	2	6	0.000022	0.000330	0.066667	
60	20	5	12	0.000243	0.000392	0.619898	Best result yet!
54	18	5	10	0.000179	0.000326	0.549080	
48	16	5	9	0.000127	0.000291	0.436426	
42	14	5	8	0.000092	0.000135	0.681481	Best result yet!
36	12	5	7	0.000057	0.000592	0.096284	
30	10	5	6	0.000213	0.000709	0.300423	
24	8	12	4	0.000102	0.001388	0.073487	
18	6	12	3	0.000043	0.000924	0.046537	
12	4	12	2	0.000018	0.000752	0.023936	
6	2	12	1	0.000005	0.000631	0.007924	
18	24	2	12	0.000031	0.000098	0.316327	Best result yet!
12	16	2	8	0.000012	0.000047	0.255319	
6	8	2	4	0.000003	0.000030	0.100000	
12	24	2	12	0.000016	0.000086	0.186047	Best result yet!
6	12	2	6	0.000004	0.000096	0.041667	
12	24	2	12	0.000015	0.000059	0.254237	Best result yet!
6	12	2	6	0.000003	0.000038	0.078947	
12	24	2	12	0.000216	0.000669	0.322870	Best result yet!
6	12	2	6	0.000094	0.000495	0.189899	
18	24	2	12	0.000363	0.000667	0.544228	Best result yet!
12	16	2	8	0.000137	0.000401	0.341646	
6	8	2	4	0.000060	0.000216	0.277778	
18	24	2	12	0.000030	0.000126	0.238095	Best result yet!
12	16	2	8	0.000011	0.000307	0.035831	
6	8	2	4	0.000017	0.000218	0.077982	
18	24	2	12	0.000031	0.000045	0.688889	Best result yet!
12	16	2	8	0.000011	0.000028	0.392857	
6	8	2	4	0.000002	0.000023	0.086957	
18	24	2	12	0.000031	0.000125	0.248000	Best result yet!
12	16	2	8	0.000011	0.000082	0.134146	
6	8	2	4	0.000003	0.000081	0.037037	
18	24	2	12	0.000032	0.000029	1.103448	Best result yet!
12	16	2	8	0.000011	0.000027	0.407407	
6	8	2	4	0.000003	0.000024	0.125000	
18	24	2	12	0.000031	0.000230	0.134783	Best result yet!
12	16	2	8	0.000011	0.000127	0.086614	
6	8	2	4	0.000002	0.000070	0.028571	
18	24	2	12	0.000062	0.000030	2.066667	Best result yet!
12	16	2	8	0.000028	0.000026	1.076923	
6	8	2	4	0.000013	0.000034	0.382353	
18	24	2	12	0.000060	0.000112	0.535714	Best result yet!
12	16	2	8	0.000029	0.000058	0.500000	
6	8	2	4	0.000011	0.000060	0.183333	
18	24	2	12	0.000061	0.000077	0.792208	Best result yet!
12	16	2	8	0.000035	0.000035	1.000000	Best result yet!
6	8	2	4	0.000015	0.000026	0.576923	
